Tiempo(s),EMG(V)
155.6167,4.887186
155.6177,4.886217
155.6187,4.886217
155.6197,4.886863
155.6207,4.88654
155.6217,4.885895
155.6227,4.88654
155.6237,4.886217
155.6247,4.885895
155.6257,4.886217
155.6267,4.886217
155.6277,4.885249
155.6287,4.885895
155.6297,4.885895
155.6307,4.884603
155.6317,4.884926
155.6327,4.884926
155.6337,4.883958
155.6347,4.884603
155.6357,4.884603
155.6367,4.883635
155.6377,4.883635
155.6387,4.883958
155.6397,4.884281
155.6407,4.884603
155.6417,4.882989
155.6427,4.883312
155.6437,4.882667
155.6447,4.882021
155.6457,4.882021
155.6467,4.882344
155.6477,4.882021
155.6487,4.881375
155.6497,4.88073
155.6507,4.881052
155.6517,4.88073
155.6527,4.88073
155.6537,4.879761
155.6547,4.879438
155.6557,4.880407
155.6567,4.879761
155.6577,4.879438
155.6587,4.87847
155.6597,4.879116
155.6607,4.87847
155.6617,4.877824
155.6627,4.877502
155.6637,4.876856
155.6647,4.876533
155.6657,4.876856
155.6667,4.876533
155.6677,4.875242
155.6687,4.875242
155.6697,4.874919
155.6707,4.874919
155.6717,4.874274
155.6727,4.873951
155.6737,4.874274
155.6747,4.873628
155.6757,4.872982
155.6767,4.872659
155.6777,4.871368
155.6787,4.871691
155.6797,4.8704
155.6807,4.870077
155.6817,4.868786
155.6827,4.867817
155.6837,4.867172
155.6847,4.865881
155.6857,4.865881
155.6867,4.865881
155.6877,4.864589
155.6887,4.865235
155.6897,4.864589
155.6907,4.864266
155.6917,4.863298
155.6927,4.862975
155.6937,4.861361
155.6947,4.860393
155.6957,4.858133
155.6967,4.857165
155.6977,4.854582
155.6987,4.852645
155.6997,4.849095
155.7007,4.846835
155.7017,4.84393
155.7027,4.842961
155.7037,4.840379
155.7047,4.83941
155.7057,4.838119
155.7067,4.837473
155.7077,4.834891
155.7087,4.831986
155.7097,4.828435
155.7107,4.823593
155.7117,4.816491
155.7127,4.808098
155.7137,4.798091
155.7147,4.78421
155.7157,4.767747
155.7167,4.745796
155.7177,4.721586
155.7187,4.698989
155.7197,4.682526
155.7207,4.670905
155.7217,4.666708
155.7227,4.668
155.7237,4.673164
155.7247,4.679298
155.7257,4.686077
155.7267,4.691564
155.7277,4.69221
155.7287,4.690273
155.7297,4.683494
155.7307,4.673164
155.7317,4.658638
155.7327,4.640561
155.7337,4.619256
155.7347,4.598596
155.7357,4.580519
155.7367,4.567929
155.7377,4.562764
155.7387,4.564055
155.7397,4.57148
155.7407,4.580196
155.7417,4.589234
155.7427,4.594399
155.7437,4.596013
155.7447,4.592785
155.7457,4.586006
155.7467,4.574385
155.7477,4.559536
155.7487,4.540168
155.7497,4.516926
155.7507,4.494329
155.7517,4.472701
155.7527,4.456561
155.7537,4.446876
155.7547,4.445262
155.7557,4.451718
155.7567,4.465276
155.7577,4.48174
155.7587,4.495943
155.7597,4.50821
155.7607,4.515957
155.7617,4.515634
155.7627,4.511438
155.7637,4.503045
155.7647,4.486904
155.7657,4.461403
155.7667,4.432027
155.7677,4.400715
155.7687,4.373276
155.7697,4.352939
155.7707,4.341964
155.7717,4.338413
155.7727,4.343578
155.7737,4.354553
155.7747,4.368434
155.7757,4.380055
155.7767,4.389417
155.7777,4.39329
155.7787,4.393936
155.7797,4.387803
155.7807,4.378441
155.7817,4.363915
155.7827,4.344546
155.7837,4.319367
155.7847,4.294834
155.7857,4.273529
155.7867,4.259325
155.7877,4.253192
155.7887,4.256743
155.7897,4.26675
155.7907,4.280308
155.7917,4.296125
155.7927,4.310652
155.7937,4.321304
155.7947,4.325824
155.7957,4.324209
155.7967,4.315494
155.7977,4.300322
155.7987,4.279016
155.7997,4.249641
155.8007,4.218329
155.8017,4.185402
155.8027,4.154736
155.8037,4.133753
155.8047,4.122778
155.8057,4.122778
155.8067,4.129557
155.8077,4.140855
155.8087,4.155704
155.8097,4.170553
155.8107,4.182497
155.8117,4.189276
155.8127,4.19315
155.8137,4.191213
155.8147,4.181529
155.8157,4.167002
155.8167,4.147634
155.8177,4.12536
155.8187,4.104055
155.8197,4.085332
155.8207,4.073388
155.8217,4.067578
155.8227,4.0679
155.8237,4.072742
155.8247,4.079199
155.8257,4.0863
155.8267,4.091465
155.8277,4.094371
155.8287,4.092434
155.8297,4.085655
155.8307,4.075325
155.8317,4.059185
155.8327,4.038848
155.8337,4.017542
155.8347,3.997205
155.8357,3.980097
155.8367,3.969121
155.8377,3.966862
155.8387,3.971058
155.8397,3.981711
155.8407,3.995591
155.8417,4.010118
155.8427,4.021739
155.8437,4.029809
155.8447,4.033037
155.8457,4.030132
155.8467,4.020125
155.8477,4.003984
155.8487,3.981388
155.8497,3.954918
155.8507,3.925542
155.8517,3.897781
155.8527,3.876153
155.8537,3.862595
155.8547,3.858721
155.8557,3.864532
155.8567,3.878089
155.8577,3.895521
155.8587,3.912307
155.8597,3.92877
155.8607,3.941683
155.8617,3.949107
155.8627,3.950076
155.8637,3.944588
155.8647,3.931353
155.8657,3.911984
155.8667,3.88616
155.8677,3.857753
155.8687,3.83096
155.8697,3.809009
155.8707,3.795451
155.8717,3.78964
155.8727,3.7919
155.8737,3.799002
155.8747,3.809009
155.8757,3.821598
155.8767,3.832574
155.8777,3.841289
155.8787,3.846132
155.8797,3.846132
155.8807,3.841289
155.8817,3.830314
155.8827,3.813851
155.8837,3.792868
155.8847,3.770595
155.8857,3.750903
155.8867,3.737668
155.8877,3.729921
155.8887,3.731535
155.8897,3.737991
155.8907,3.748644
155.8917,3.759942
155.8927,3.769626
155.8937,3.777374
155.8947,3.778342
155.8957,3.774791
155.8967,3.766075
155.8977,3.752517
155.8987,3.733472
155.8997,3.709584
155.9007,3.684405
155.9017,3.659872
155.9027,3.64018
155.9037,3.628559
155.9047,3.625654
155.9057,3.63211
155.9067,3.6447
155.9077,3.662131
155.9087,3.679886
155.9097,3.695058
155.9107,3.707002
155.9117,3.71378
155.9127,3.713135
155.9137,3.706033
155.9147,3.691507
155.9157,3.671493
155.9167,3.645668
155.9177,3.618875
155.9187,3.59305
155.9197,3.572391
155.9207,3.560124
155.9217,3.555282
155.9227,3.558187
155.9237,3.567226
155.9247,3.578524
155.9257,3.591436
155.9267,3.602735
155.9277,3.611128
155.9287,3.614679
155.9297,3.614356
155.9307,3.608545
155.9317,3.596924
155.9327,3.580138
155.9337,3.560447
155.9347,3.541078
155.9357,3.523001
155.9367,3.511057
155.9377,3.504924
155.9387,3.506538
155.9397,3.51364
155.9407,3.524292
155.9417,3.534945
155.9427,3.544952
155.9437,3.550117
155.9447,3.552377
155.9457,3.548503
155.9467,3.538496
155.9477,3.523324
155.9487,3.504601
155.9497,3.480391
155.9507,3.455212
155.9517,3.431647
155.9527,3.413569
155.9537,3.403885
155.9547,3.404208
155.9557,3.412601
155.9567,3.428741
155.9577,3.44811
155.9587,3.466187
155.9597,3.484587
155.9607,3.497822
155.9617,3.50557
155.9627,3.507506
155.9637,3.502664
155.9647,3.491366
155.9657,3.472966
155.9667,3.44811
155.9677,3.420671
155.9687,3.394847
155.9697,3.373219
155.9707,3.358692
155.9717,3.352882
155.9727,3.355464
155.9737,3.364503
155.9747,3.376769
155.9757,3.39065
155.9767,3.40324
155.9777,3.411633
155.9787,3.417443
155.9797,3.417766
155.9807,3.414861
155.9817,3.405499
155.9827,3.390973
155.9837,3.373541
155.9847,3.354496
155.9857,3.338355
155.9867,3.324475
155.9877,3.318987
155.9887,3.31931
155.9897,3.327057
155.9907,3.336741
155.9917,3.349654
155.9927,3.360306
155.9937,3.368376
155.9947,3.372896
155.9957,3.37225
155.9967,3.367085
155.9977,3.357078
155.9987,3.341261
155.9997,3.322861
156.0007,3.301232
156.0017,3.281541
156.0027,3.266369
156.0037,3.257008
156.0047,3.256362
156.0057,3.262496
156.0067,3.275085
156.0077,3.289934
156.0087,3.305429
156.0097,3.318018
156.0107,3.32738
156.0117,3.330285
156.0127,3.328348
156.0137,3.319632
156.0147,3.304783
156.0157,3.284446
156.0167,3.259913
156.0177,3.233766
156.0187,3.210201
156.0197,3.191155
156.0207,3.179534
156.0217,3.178566
156.0227,3.186313
156.0237,3.19858
156.0247,3.215688
156.0257,3.231506
156.0267,3.245064
156.0277,3.255394
156.0287,3.258945
156.0297,3.257008
156.0307,3.24926
156.0317,3.23538
156.0327,3.21698
156.0337,3.195674
156.0347,3.172755
156.0357,3.153387
156.0367,3.13886
156.0377,3.132727
156.0387,3.13305
156.0397,3.140152
156.0407,3.150804
156.0417,3.163394
156.0427,3.174369
156.0437,3.182116
156.0447,3.186313
156.0457,3.184376
156.0467,3.17792
156.0477,3.167913
156.0487,3.152095
156.0497,3.132404
156.0507,3.110776
156.0517,3.090116
156.0527,3.073976
156.0537,3.063323
156.0547,3.060741
156.0557,3.067197
156.0567,3.078495
156.0577,3.093344
156.0587,3.109808
156.0597,3.12498
156.0607,3.135309
156.0617,3.14112
156.0627,3.140797
156.0637,3.133373
156.0647,3.119815
156.0657,3.100769
156.0667,3.074622
156.0677,3.047829
156.0687,3.023295
156.0697,3.003927
156.0707,2.991983
156.0717,2.989723
156.0727,2.994888
156.0737,3.006832
156.0747,3.021036
156.0757,3.036207
156.0767,3.050088
156.0777,3.060095
156.0787,3.064292
156.0797,3.064292
156.0807,3.059127
156.0817,3.048474
156.0827,3.033948
156.0837,3.015548
156.0847,2.996502
156.0857,2.977457
156.0867,2.963576
156.0877,2.956474
156.0887,2.957442
156.0897,2.96519
156.0907,2.976165
156.0917,2.988432
156.0927,3.000699
156.0937,3.011351
156.0947,3.016839
156.0957,3.017807
156.0967,3.013288
156.0977,3.002958
156.0987,2.988432
156.0997,2.969064
156.1007,2.948081
156.1017,2.928713
156.1027,2.911927
156.1037,2.902242
156.1047,2.900628
156.1057,2.906762
156.1067,2.917092
156.1077,2.930649
156.1087,2.94453
156.1097,2.957442
156.1107,2.968095
156.1117,2.97326
156.1127,2.974874
156.1137,2.970032
156.1147,2.960348
156.1157,2.943885
156.1167,2.921611
156.1177,2.898691
156.1187,2.875127
156.1197,2.858341
156.1207,2.847688
156.1217,2.845105
156.1227,2.850593
156.1237,2.862214
156.1247,2.876095
156.1257,2.89159
156.1267,2.904825
156.1277,2.914509
156.1287,2.921611
156.1297,2.922579
156.1307,2.919028
156.1317,2.909344
156.1327,2.892558
156.1337,2.87319
156.1347,2.853176
156.1357,2.833807
156.1367,2.820572
156.1377,2.813793
156.1387,2.81573
156.1397,2.822186
156.1407,2.833162
156.1417,2.847688
156.1427,2.859955
156.1437,2.871253
156.1447,2.879969
156.1457,2.881905
156.1467,2.878677
156.1477,2.869962
156.1487,2.853498
156.1497,2.832839
156.1507,2.808628
156.1517,2.787323
156.1527,2.769568
156.1537,2.75827
156.1547,2.755365
156.1557,2.76053
156.1567,2.773442
156.1577,2.788291
156.1587,2.8054
156.1597,2.821218
156.1607,2.83187
156.1617,2.837681
156.1627,2.838004
156.1637,2.833484
156.1647,2.822832
156.1657,2.807337
156.1667,2.786677
156.1677,2.764404
156.1687,2.743421
156.1697,2.726958
156.1707,2.716305
156.1717,2.714046
156.1727,2.719856
156.1737,2.72954
156.1747,2.742775
156.1757,2.756656
156.1767,2.7686
156.1777,2.778284
156.1787,2.782481
156.1797,2.784095
156.1807,2.780221
156.1817,2.772151
156.1827,2.760853
156.1837,2.746326
156.1847,2.730509
156.1857,2.717596
156.1867,2.709203
156.1877,2.706944
156.1887,2.711463
156.1897,2.721147
156.1907,2.734382
156.1917,2.74794
156.1927,2.759239
156.1937,2.765695
156.1947,2.768923
156.1957,2.767309
156.1967,2.759884
156.1977,2.746972
156.1987,2.728249
156.1997,2.704684
156.2007,2.679182
156.2017,2.65594
156.2027,2.638186
156.2037,2.626242
156.2047,2.623337
156.2057,2.62947
156.2067,2.641737
156.2077,2.657231
156.2087,2.673049
156.2097,2.687575
156.2107,2.698228
156.2117,2.70533
156.2127,2.706944
156.2137,2.702425
156.2147,2.693386
156.2157,2.677891
156.2167,2.657554
156.2177,2.635281
156.2187,2.614298
156.2197,2.598158
156.2207,2.589442
156.2217,2.588473
156.2227,2.594607
156.2237,2.607196
156.2247,2.622045
156.2257,2.63754
156.2267,2.651421
156.2277,2.661105
156.2287,2.665302
156.2297,2.665302
156.2307,2.659491
156.2317,2.648193
156.2327,2.631407
156.2337,2.612038
156.2347,2.590733
156.2357,2.57201
156.2367,2.558775
156.2377,2.551996
156.2387,2.554256
156.2397,2.562972
156.2407,2.574593
156.2417,2.59041
156.2427,2.605259
156.2437,2.616558
156.2447,2.625274
156.2457,2.62721
156.2467,2.624305
156.2477,2.617526
156.2487,2.605259
156.2497,2.587828
156.2507,2.568459
156.2517,2.547154
156.2527,2.531014
156.2537,2.51907
156.2547,2.515842
156.2557,2.520361
156.2567,2.531659
156.2577,2.546508
156.2587,2.561358
156.2597,2.574593
156.2607,2.584277
156.2617,2.590087
156.2627,2.589765
156.2637,2.583954
156.2647,2.573624
156.2657,2.556838
156.2667,2.533596
156.2677,2.510354
156.2687,2.489372
156.2697,2.472908
156.2707,2.465161
156.2717,2.466129
156.2727,2.476136
156.2737,2.491631
156.2747,2.510677
156.2757,2.529722
156.2767,2.548445
156.2777,2.562649
156.2787,2.57201
156.2797,2.575561
156.2807,2.573624
156.2817,2.563617
156.2827,2.548123
156.2837,2.526172
156.2847,2.502607
156.2857,2.480656
156.2867,2.464515
156.2877,2.4558
156.2887,2.454186
156.2897,2.460319
156.2907,2.470649
156.2917,2.483238
156.2927,2.49615
156.2937,2.507126
156.2947,2.515196
156.2957,2.519715
156.2967,2.520038
156.2977,2.517133
156.2987,2.508417
156.2997,2.493245
156.3007,2.474522
156.3017,2.4558
156.3027,2.441273
156.3037,2.43288
156.3047,2.431266
156.3057,2.437722
156.3067,2.448698
156.3077,2.46387
156.3087,2.479687
156.3097,2.491954
156.3107,2.502607
156.3117,2.507449
156.3127,2.505835
156.3137,2.500347
156.3147,2.489694
156.3157,2.473877
156.3167,2.454186
156.3177,2.433849
156.3187,2.413512
156.3197,2.399308
156.3207,2.391561
156.3217,2.392206
156.3227,2.400599
156.3237,2.415771
156.3247,2.432557
156.3257,2.450312
156.3267,2.466129
156.3277,2.479687
156.3287,2.487757
156.3297,2.49034
156.3307,2.487757
156.3317,2.478396
156.3327,2.462901
156.3337,2.442564
156.3347,2.418999
156.3357,2.397694
156.3367,2.381554
156.3377,2.373161
156.3387,2.373484
156.3397,2.381231
156.3407,2.395112
156.3417,2.411575
156.3427,2.429329
156.3437,2.444824
156.3447,2.457736
156.3457,2.46387
156.3467,2.464193
156.3477,2.45935
156.3487,2.447084
156.3497,2.428684
156.3507,2.407378
156.3517,2.386073
156.3527,2.367673
156.3537,2.356052
156.3547,2.353792
156.3557,2.361217
156.3567,2.376066
156.3577,2.392852
156.3587,2.410929
156.3597,2.42481
156.3607,2.43514
156.3617,2.44321
156.3627,2.445793
156.3637,2.446438
156.3647,2.440628
156.3657,2.428684
156.3667,2.410284
156.3677,2.38801
156.3687,2.367027
156.3697,2.347982
156.3707,2.337006
156.3717,2.334747
156.3727,2.343463
156.3737,2.357343
156.3747,2.37542
156.3757,2.393821
156.3767,2.409961
156.3777,2.423196
156.3787,2.431912
156.3797,2.434494
156.3807,2.433203
156.3817,2.424164
156.3827,2.407701
156.3837,2.38575
156.3847,2.362185
156.3857,2.341203
156.3867,2.326031
156.3877,2.317638
156.3887,2.319575
156.3897,2.328291
156.3907,2.342171
156.3917,2.358634
156.3927,2.373484
156.3937,2.384782
156.3947,2.392852
156.3957,2.397049
156.3967,2.397049
156.3977,2.392529
156.3987,2.384136
156.3997,2.370901
156.4007,2.355729
156.4017,2.339589
156.4027,2.32474
156.4037,2.315378
156.4047,2.31215
156.4057,2.316024
156.4067,2.325063
156.4077,2.335392
156.4087,2.346368
156.4097,2.355084
156.4107,2.361863
156.4117,2.365413
156.4127,2.364768
156.4137,2.360249
156.4147,2.351856
156.4157,2.339589
156.4167,2.32248
156.4177,2.303757
156.4187,2.28568
156.4197,2.272768
156.4207,2.267603
156.4217,2.271476
156.4227,2.283098
156.4237,2.301498
156.4247,2.322803
156.4257,2.344431
156.4267,2.362185
156.4277,2.375098
156.4287,2.380908
156.4297,2.380908
156.4307,2.372838
156.4317,2.360249
156.4327,2.33862
156.4337,2.312473
156.4347,2.285357
156.4357,2.261792
156.4367,2.243715
156.4377,2.235645
156.4387,2.23855
156.4397,2.250171
156.4407,2.269217
156.4417,2.290845
156.4427,2.311827
156.4437,2.330873
156.4447,2.342494
156.4457,2.347013
156.4467,2.345722
156.4477,2.34088
156.4487,2.331519
156.4497,2.318284
156.4507,2.302466
156.4517,2.28794
156.4527,2.275027
156.4537,2.265989
156.4547,2.264052
156.4557,2.268248
156.4567,2.281161
156.4577,2.301498
156.4587,2.327645
156.4597,2.355084
156.4607,2.378003
156.4617,2.392529
156.4627,2.400922
156.4637,2.404473
156.4647,2.397371
156.4657,2.381231
156.4667,2.358312
156.4677,2.334747
156.4687,2.313764
156.4697,2.293105
156.4707,2.271476
156.4717,2.250494
156.4727,2.235322
156.4737,2.223701
156.4747,2.21789
156.4757,2.21789
156.4767,2.222733
156.4777,2.232417
156.4787,2.245329
156.4797,2.261147
156.4807,2.272768
156.4817,2.279547
156.4827,2.282452
156.4837,2.27535
156.4847,2.265666
156.4857,2.253076
156.4867,2.247912
156.4877,2.254045
156.4887,2.280192
156.4897,2.322803
156.4907,2.365413
156.4917,2.399308
156.4927,2.419322
156.4937,2.425778
156.4947,2.419645
156.4957,2.399954
156.4967,2.366382
156.4977,2.317638
156.4987,2.260501
156.4997,2.200459
156.5007,2.142676
156.5017,2.092318
156.5027,2.054227
156.5037,2.033245
156.5047,2.034859
156.5057,2.061329
156.5067,2.108781
156.5077,2.167855
156.5087,2.227252
156.5097,2.284389
156.5107,2.334101
156.5117,2.376389
156.5127,2.413835
156.5137,2.44547
156.5147,2.468066
156.5157,2.473877
156.5167,2.459996
156.5177,2.427392
156.5187,2.36961
156.5197,2.285357
156.5207,2.185932
156.5217,2.081343
156.5227,1.983209
156.5237,1.90283
156.5247,1.846662
156.5257,1.810185
156.5267,1.799532
156.5277,1.816963
156.5287,1.858606
156.5297,1.921876
156.5307,2.003546
156.5317,2.102648
156.5327,2.218859
156.5337,2.338943
156.5347,2.456768
156.5357,2.55587
156.5367,2.626242
156.5377,2.674017
156.5387,2.699842
156.5397,2.695646
156.5407,2.662074
156.5417,2.613007
156.5427,2.546508
156.5437,2.456445
156.5447,2.345399
156.5457,2.229511
156.5467,2.12589
156.5477,2.04422
156.5487,1.988374
156.5497,1.956094
156.5507,1.942213
156.5517,1.937048
156.5527,1.960613
156.5537,2.018718
156.5547,2.103294
156.5557,2.207883
156.5567,2.330227
156.5577,2.463547
156.5587,2.595575
156.5597,2.69726
156.5607,2.745358
156.5617,2.728895
156.5627,2.676923
156.5637,2.622368
156.5647,2.575238
156.5657,2.507449
156.5667,2.420291
156.5677,2.338298
156.5687,2.249203
156.5697,2.138157
156.5707,2.011939
156.5717,1.894114
156.5727,1.782746
156.5737,1.673314
156.5747,1.583251
156.5757,1.552261
156.5767,1.600682
156.5777,1.723349
156.5787,1.895083
156.5797,2.091027
156.5807,2.258564
156.5817,2.361217
156.5827,2.399308
156.5837,2.39608
156.5847,2.361217
156.5857,2.298269
156.5867,2.208852
156.5877,2.123308
156.5887,2.052936
156.5897,1.990311
156.5907,1.947378
156.5917,1.947055
156.5927,1.992894
156.5937,2.075855
156.5947,2.194325
156.5957,2.299884
156.5967,2.341848
156.5977,2.33281
156.5987,2.283743
156.5997,2.190129
156.6007,2.035181
156.6017,1.845371
156.6027,1.647812
156.6037,1.464135
156.6047,1.320485
156.6057,1.224289
156.6067,1.172317
156.6077,1.164247
156.6087,1.198141
156.6097,1.277229
