Tiempo(s),EMG(V)
83.4914,3.065906
83.4924,3.071071
83.4934,3.117878
83.4944,3.191801
83.4954,3.282187
83.4964,3.370636
83.4974,3.459085
83.4984,3.557864
83.4994,3.65858
83.5004,3.733472
83.5014,3.769949
83.5024,3.771886
83.5034,3.762524
83.5044,3.737023
83.5054,3.693444
83.5064,3.65858
83.5074,3.617584
83.5084,3.543661
83.5094,3.449401
83.5104,3.34804
83.5114,3.252489
83.5124,3.154032
83.5134,3.041372
83.5144,2.917414
83.5154,2.793456
83.5164,2.685316
83.5174,2.606551
83.5184,2.557807
83.5194,2.546831
83.5204,2.58234
83.5214,2.650775
83.5224,2.750523
83.5234,2.874158
83.5244,3.012965
83.5254,3.16985
83.5264,3.34804
83.5274,3.536559
83.5284,3.701837
83.5294,3.833542
83.5304,3.923928
83.5314,3.964602
83.5324,3.954595
83.5334,3.904883
83.5344,3.816756
83.5354,3.686342
83.5364,3.525261
83.5374,3.357401
83.5384,3.186959
83.5394,3.024909
83.5404,2.88352
83.5414,2.7686
83.5424,2.67886
83.5434,2.613007
83.5444,2.587505
83.5454,2.603645
83.5464,2.665302
83.5474,2.773442
83.5484,2.916123
83.5494,3.066229
83.5504,3.216657
83.5514,3.345457
83.5524,3.457148
83.5534,3.546889
83.5544,3.604672
83.5554,3.64018
83.5564,3.657289
83.5574,3.656966
83.5584,3.635015
83.5594,3.589822
83.5604,3.549471
83.5614,3.533331
83.5624,3.525584
83.5634,3.497177
83.5644,3.439717
83.5654,3.33771
83.5664,3.193738
83.5674,3.027814
83.5684,2.864797
83.5694,2.725667
83.5704,2.634312
83.5714,2.604291
83.5724,2.6214
83.5734,2.655295
83.5744,2.69726
83.5754,2.737288
83.5764,2.793456
83.5774,2.882228
83.5784,3.002958
83.5794,3.143057
83.5804,3.279927
83.5814,3.391619
83.5824,3.475549
83.5834,3.531717
83.5844,3.550117
83.5854,3.531394
83.5864,3.480391
83.5874,3.391296
83.5884,3.265401
83.5894,3.119169
83.5904,2.961962
83.5914,2.801204
83.5924,2.66046
83.5934,2.550059
83.5944,2.470649
83.5954,2.415771
83.5964,2.394789
83.5974,2.409961
83.5984,2.462579
83.5994,2.552642
83.6004,2.674986
83.6014,2.816698
83.6024,2.972614
83.6034,3.139183
83.6044,3.315436
83.6054,3.492012
83.6064,3.649865
83.6074,3.772854
83.6084,3.850328
83.6094,3.872279
83.6104,3.837093
83.6114,3.753809
83.6124,3.63437
83.6134,3.480391
83.6144,3.300264
83.6154,3.105611
83.6164,2.907407
83.6174,2.714046
83.6184,2.544894
83.6194,2.432235
83.6204,2.391561
83.6214,2.415771
83.6224,2.50067
83.6234,2.6398
83.6244,2.811211
83.6254,2.988755
83.6264,3.17792
83.6274,3.380966
83.6284,3.570131
83.6294,3.723788
83.6304,3.82063
83.6314,3.860335
83.6324,3.838384
83.6334,3.754777
83.6344,3.63437
83.6354,3.48491
83.6364,3.313176
83.6374,3.126916
83.6384,2.939042
83.6394,2.761821
83.6404,2.614944
83.6414,2.514228
83.6424,2.457414
83.6434,2.449343
83.6444,2.500993
83.6454,2.603968
83.6464,2.739547
83.6474,2.886748
83.6484,3.032011
83.6494,3.162748
83.6504,3.263464
83.6514,3.341583
83.6524,3.417766
83.6534,3.480713
83.6544,3.513963
83.6554,3.517836
83.6564,3.475226
83.6574,3.400334
83.6584,3.307689
83.6594,3.200194
83.6604,3.088179
83.6614,2.976165
83.6624,2.870284
83.6634,2.766986
83.6644,2.672403
83.6654,2.599772
83.6664,2.554256
83.6674,2.541344
83.6684,2.561035
83.6694,2.607842
83.6704,2.667561
83.6714,2.742453
83.6724,2.859632
83.6734,3.014257
83.6744,3.189864
83.6754,3.373864
83.6764,3.538819
83.6774,3.671493
83.6784,3.761233
83.6794,3.799647
83.6804,3.799647
83.6814,3.758005
83.6824,3.669556
83.6834,3.528166
83.6844,3.335127
83.6854,3.112713
83.6864,2.891913
83.6874,2.694677
83.6884,2.528108
83.6894,2.396403
83.6904,2.303757
83.6914,2.256627
83.6924,2.260501
83.6934,2.319252
83.6944,2.439982
83.6954,2.626242
83.6964,2.849625
83.6974,3.089794
83.6984,3.304461
83.6994,3.46651
83.7004,3.570454
83.7014,3.608545
83.7024,3.586594
83.7034,3.514608
83.7044,3.402917
83.7054,3.257331
83.7064,3.097218
83.7074,2.942593
83.7084,2.816698
83.7094,2.719533
83.7104,2.648193
83.7114,2.605905
83.7124,2.584923
83.7134,2.592347
83.7144,2.634958
83.7154,2.718242
83.7164,2.820572
83.7174,2.922902
83.7184,3.01813
83.7194,3.11239
83.7204,3.213752
83.7214,3.309948
83.7224,3.384517
83.7234,3.425513
83.7244,3.422285
83.7254,3.369668
83.7264,3.281218
83.7274,3.174692
83.7284,3.077527
83.7294,2.994565
83.7304,2.92613
83.7314,2.894172
83.7324,2.902565
83.7334,2.932263
83.7344,2.961962
83.7354,2.980039
83.7364,3.000699
83.7374,3.011997
83.7384,2.991337
83.7394,2.942916
83.7404,2.877063
83.7414,2.81347
83.7424,2.761175
83.7434,2.715014
83.7444,2.677891
83.7454,2.65013
83.7464,2.635926
83.7474,2.636249
83.7484,2.653358
83.7494,2.690481
83.7504,2.750523
83.7514,2.827351
83.7524,2.914832
83.7534,3.010706
83.7544,3.101092
83.7554,3.171464
83.7564,3.215043
83.7574,3.232152
83.7584,3.223759
83.7594,3.195352
83.7604,3.157906
83.7614,3.122074
83.7624,3.088825
83.7634,3.047183
83.7644,2.999407
83.7654,2.953246
83.7664,2.909667
83.7674,2.861891
83.7684,2.813147
83.7694,2.788937
83.7704,2.796039
83.7714,2.816053
83.7724,2.838972
83.7734,2.868993
83.7744,2.910313
83.7754,2.950986
83.7764,2.991337
83.7774,3.039436
83.7784,3.099478
83.7794,3.150804
83.7804,3.187927
83.7814,3.214397
83.7824,3.231183
83.7834,3.249583
83.7844,3.266369
83.7854,3.28025
83.7864,3.26992
83.7874,3.209555
83.7884,3.112713
83.7894,3.014257
83.7904,2.930972
83.7914,2.865765
83.7924,2.805077
83.7934,2.752137
83.7944,2.740839
83.7954,2.77667
83.7964,2.83187
83.7974,2.88707
83.7984,2.9342
83.7994,2.978102
83.8004,3.021358
83.8014,3.053962
83.8024,3.056544
83.8034,3.034593
83.8044,2.997471
83.8054,2.95486
83.8064,2.915477
83.8074,2.895141
83.8084,2.910958
83.8094,2.951632
83.8104,3.000376
83.8114,3.064615
83.8124,3.135955
83.8134,3.200839
83.8144,3.239576
83.8154,3.240222
83.8164,3.205359
83.8174,3.131113
83.8184,3.04686
83.8194,2.971969
83.8204,2.906439
83.8214,2.852207
83.8224,2.805077
83.8234,2.770537
83.8244,2.762467
83.8254,2.774411
83.8264,2.79959
83.8274,2.839618
83.8284,2.875449
83.8294,2.885779
83.8304,2.889007
83.8314,2.902888
83.8324,2.916769
83.8334,2.924516
83.8344,2.924516
83.8354,2.919997
83.8364,2.911927
83.8374,2.909021
83.8384,2.943239
83.8394,3.015871
83.8404,3.103351
83.8414,3.17566
83.8424,3.229569
83.8434,3.265401
83.8444,3.279282
83.8454,3.285738
83.8464,3.295099
83.8474,3.309303
83.8484,3.302846
83.8494,3.257653
83.8504,3.173723
83.8514,3.063323
83.8524,2.952923
83.8534,2.845105
83.8544,2.754074
83.8554,2.696937
83.8564,2.668853
83.8574,2.668853
83.8584,2.666593
83.8594,2.654003
83.8604,2.651744
83.8614,2.661751
83.8624,2.671112
83.8634,2.691772
83.8644,2.742775
83.8654,2.807014
83.8664,2.866734
83.8674,2.911604
83.8684,2.945821
83.8694,2.973583
83.8704,2.990369
83.8714,2.995534
83.8724,2.979071
83.8734,2.956151
83.8744,2.941625
83.8754,2.95712
83.8764,2.980362
83.8774,3.017162
83.8784,3.06526
83.8794,3.106902
83.8804,3.130467
83.8814,3.141766
83.8824,3.163394
83.8834,3.196966
83.8844,3.239899
83.8854,3.282832
83.8864,3.320601
83.8874,3.367408
83.8884,3.419703
83.8894,3.444236
83.8904,3.404854
83.8914,3.291225
83.8924,3.132727
83.8934,2.964544
83.8944,2.793456
83.8954,2.61107
83.8964,2.424164
83.8974,2.252431
83.8984,2.124599
83.8994,2.063911
83.9004,2.08328
83.9014,2.184964
83.9024,2.340557
83.9034,2.517779
83.9044,2.700488
83.9054,2.909021
83.9064,3.155969
83.9074,3.397429
83.9084,3.582075
83.9094,3.689247
83.9104,3.712166
83.9114,3.656644
83.9124,3.535268
83.9134,3.371604
83.9144,3.172109
83.9154,2.940979
83.9164,2.694677
83.9174,2.45935
83.9184,2.253399
83.9194,2.095869
83.9204,2.005483
83.9214,1.990634
83.9224,2.068431
83.9234,2.236613
83.9244,2.46968
83.9254,2.745035
83.9264,3.034593
83.9274,3.299941
83.9284,3.516222
83.9294,3.684082
83.9304,3.795451
83.9314,3.852588
83.9324,3.849682
83.9334,3.7735
83.9344,3.625654
83.9354,3.423899
83.9364,3.188895
83.9374,2.945499
83.9384,2.715014
83.9394,2.516165
83.9404,2.356375
83.9414,2.240487
83.9424,2.180768
83.9434,2.181413
83.9444,2.211434
83.9454,2.25921
83.9464,2.35121
83.9474,2.469357
83.9484,2.598158
83.9494,2.735674
83.9504,2.864474
83.9514,2.975197
83.9524,3.057836
83.9534,3.122397
83.9544,3.180825
83.9554,3.233443
83.9564,3.283478
83.9574,3.31931
83.9584,3.33319
83.9594,3.307366
83.9604,3.252811
83.9614,3.177274
83.9624,3.077204
83.9634,2.951955
83.9644,2.81347
83.9654,2.681765
83.9664,2.569105
83.9674,2.470326
83.9684,2.394143
83.9694,2.359603
83.9704,2.362185
83.9714,2.388978
83.9724,2.45128
83.9734,2.544894
83.9744,2.652389
83.9754,2.774733
83.9764,2.9158
83.9774,3.047506
83.9784,3.168881
83.9794,3.29058
83.9804,3.399689
83.9814,3.480068
83.9824,3.513317
83.9834,3.491366
83.9844,3.427773
83.9854,3.327703
83.9864,3.177597
83.9874,2.991014
83.9884,2.795716
83.9894,2.602677
83.9904,2.424487
83.9914,2.277933
83.9924,2.172052
83.9934,2.116206
83.9944,2.120403
83.9954,2.180445
83.9964,2.286326
83.9974,2.425456
83.9984,2.601063
83.9994,2.813793
84.0004,3.031688
84.0014,3.23312
84.0024,3.399689
84.0034,3.515254
84.0044,3.574005
84.0054,3.584335
84.0064,3.552054
84.0074,3.483619
84.0084,3.391296
84.0094,3.278313
84.0104,3.130467
84.0114,2.958734
84.0124,2.789583
84.0134,2.640768
84.0144,2.510031
84.0154,2.403828
84.0164,2.333778
84.0174,2.303757
84.0184,2.306985
84.0194,2.344108
84.0204,2.416417
84.0214,2.525203
84.0224,2.654649
84.0234,2.79733
84.0244,2.946144
84.0254,3.081723
84.0264,3.195674
84.0274,3.299296
84.0284,3.396461
84.0294,3.469092
84.0304,3.517513
84.0314,3.52397
84.0324,3.471675
84.0334,3.350945
84.0344,3.167267
84.0354,2.95712
84.0364,2.744067
84.0374,2.537147
84.0384,2.34895
84.0394,2.20175
84.0404,2.10749
84.0414,2.060038
84.0424,2.069076
84.0434,2.146227
84.0444,2.276641
84.0454,2.429329
84.0464,2.575561
84.0474,2.718888
84.0484,2.865442
84.0494,3.031043
84.0504,3.188895
84.0514,3.298973
84.0524,3.355464
84.0534,3.358369
84.0544,3.308657
84.0554,3.21246
84.0564,3.083337
84.0574,2.936137
84.0584,2.789583
84.0594,2.664333
84.0604,2.555547
84.0614,2.463224
84.0624,2.38575
84.0634,2.341526
84.0644,2.337652
84.0654,2.369287
84.0664,2.426424
84.0674,2.500347
84.0684,2.59267
84.0694,2.689512
84.0704,2.788937
84.0714,2.908699
84.0724,3.066551
84.0734,3.264755
84.0744,3.456503
84.0754,3.581429
84.0764,3.627268
84.0774,3.611128
84.0784,3.54818
84.0794,3.434552
84.0804,3.271534
84.0814,3.073008
84.0824,2.85253
84.0834,2.630761
84.0844,2.430621
84.0854,2.261469
84.0864,2.13396
84.0874,2.051322
84.0884,2.01549
84.0894,2.038087
84.0904,2.131701
84.0914,2.297301
84.0924,2.499701
84.0934,2.690158
84.0944,2.843169
84.0954,2.963253
84.0964,3.057836
84.0974,3.134664
84.0984,3.193092
84.0994,3.228278
84.1004,3.231506
84.1014,3.197934
84.1024,3.128853
84.1034,3.026523
84.1044,2.915155
84.1054,2.80766
84.1064,2.708881
84.1074,2.631407
84.1084,2.579758
84.1094,2.545863
84.1104,2.528754
84.1114,2.536824
84.1124,2.564586
84.1134,2.607519
84.1144,2.660782
84.1154,2.714368
84.1164,2.769568
84.1174,2.832516
84.1184,2.894495
84.1194,2.940656
84.1204,2.969386
84.1214,2.982621
84.1224,2.996179
84.1234,3.022004
84.1244,3.060418
84.1254,3.10658
84.1264,3.157583
84.1274,3.202776
84.1284,3.229569
84.1294,3.228601
84.1304,3.202453
84.1314,3.154032
84.1324,3.087534
84.1334,3.006832
84.1344,2.910635
84.1354,2.80314
84.1364,2.701456
84.1374,2.617526
84.1384,2.551351
84.1394,2.497765
84.1404,2.451603
84.1414,2.408024
84.1424,2.392529
84.1434,2.423519
84.1444,2.499056
84.1454,2.60881
84.1464,2.740516
84.1474,2.870607
84.1484,2.979071
84.1494,3.063001
84.1504,3.109485
84.1514,3.123688
84.1524,3.11465
84.1534,3.093022
84.1544,3.083015
84.1554,3.069457
84.1564,3.05719
84.1574,3.062678
84.1584,3.093344
84.1594,3.125302
84.1604,3.137892
84.1614,3.126594
84.1624,3.100769
84.1634,3.058158
84.1644,2.990369
84.1654,2.914832
84.1664,2.856404
84.1674,2.820572
84.1684,2.778284
84.1694,2.716305
84.1704,2.651744
84.1714,2.605582
84.1724,2.582017
84.1734,2.58234
84.1744,2.601709
84.1754,2.648838
84.1764,2.727281
84.1774,2.829611
84.1784,2.926776
84.1794,3.001344
84.1804,3.055899
84.1814,3.093667
84.1824,3.109808
84.1834,3.103029
84.1844,3.079786
84.1854,3.042986
84.1864,2.998116
84.1874,2.940979
84.1884,2.87319
84.1894,2.804109
84.1904,2.748263
84.1914,2.715014
84.1924,2.706944
84.1934,2.726958
84.1944,2.776993
84.1954,2.848011
84.1964,2.913541
84.1974,2.955183
84.1984,2.979071
84.1994,3.005541
84.2004,3.039113
84.2014,3.066874
84.2024,3.078495
84.2034,3.069134
84.2044,3.040081
84.2054,2.999407
84.2064,2.950986
84.2074,2.909667
84.2084,2.871898
84.2094,2.834776
84.2104,2.807983
84.2114,2.798621
84.2124,2.795716
84.2134,2.808628
84.2144,2.853498
84.2154,2.925807
84.2164,3.005218
84.2174,3.082369
84.2184,3.161457
84.2194,3.229892
84.2204,3.277345
84.2214,3.30672
84.2224,3.325766
84.2234,3.339647
84.2244,3.343197
84.2254,3.323183
84.2264,3.272825
84.2274,3.19858
84.2284,3.099155
84.2294,2.990692
84.2304,2.892881
84.2314,2.807337
84.2324,2.71921
84.2334,2.634635
84.2344,2.567814
84.2354,2.532628
84.2364,2.537793
84.2374,2.57427
84.2384,2.623337
84.2394,2.682088
84.2404,2.753751
84.2414,2.83413
84.2424,2.9158
84.2434,2.994888
84.2444,3.062032
84.2454,3.116264
84.2464,3.160811
84.2474,3.187604
84.2484,3.191155
84.2494,3.176306
84.2504,3.159843
84.2514,3.147899
84.2524,3.125948
84.2534,3.119492
84.2544,3.125948
84.2554,3.108516
84.2564,3.078172
84.2574,3.06752
84.2584,3.062678
84.2594,3.053962
84.2604,3.037822
84.2614,3.012965
84.2624,2.974551
84.2634,2.929035
84.2644,2.880614
84.2654,2.826705
84.2664,2.767954
84.2674,2.723084
84.2684,2.696291
84.2694,2.687898
84.2704,2.694354
84.2714,2.718888
84.2724,2.773119
84.2734,2.848334
84.2744,2.932909
84.2754,3.014902
84.2764,3.089148
84.2774,3.156615
84.2784,3.217625
84.2794,3.266692
84.2804,3.314145
84.2814,3.352882
84.2824,3.381612
84.2834,3.383226
84.2844,3.350299
84.2854,3.285415
84.2864,3.216011
84.2874,3.167913
84.2884,3.147253
84.2894,3.155646
84.2904,3.174692
84.2914,3.168559
84.2924,3.120783
84.2934,3.042341
84.2944,2.940011
84.2954,2.847042
84.2964,2.769246
84.2974,2.699842
84.2984,2.634312
84.2994,2.580726
84.3004,2.560389
84.3014,2.578789
84.3024,2.631084
84.3034,2.702747
84.3044,2.785386
84.3054,2.877709
84.3064,2.970678
84.3074,3.068165
84.3084,3.167267
84.3094,3.254425
84.3104,3.308657
84.3114,3.333513
84.3124,3.349008
84.3134,3.355141
84.3144,3.332868
84.3154,3.287675
84.3164,3.219239
84.3174,3.117878
84.3184,2.990692
84.3194,2.85027
84.3204,2.712109
84.3214,2.594607
84.3224,2.509708
84.3234,2.455154
84.3244,2.437722
84.3254,2.452249
84.3264,2.500347
84.3274,2.577498
84.3284,2.677891
84.3294,2.801526
84.3304,2.945499
84.3314,3.106257
84.3324,3.26766
84.3334,3.403562
84.3344,3.500728
84.3354,3.562061
84.3364,3.592082
84.3374,3.581107
84.3384,3.534945
84.3394,3.470384
84.3404,3.39065
84.3414,3.299618
84.3424,3.211492
84.3434,3.123043
84.3444,3.020067
84.3454,2.917737
84.3464,2.814762
84.3474,2.727926
84.3484,2.679505
84.3494,2.670144
84.3504,2.679828
84.3514,2.69274
84.3524,2.718888
84.3534,2.767309
84.3544,2.829288
84.3554,2.89966
84.3564,2.976488
84.3574,3.066229
84.3584,3.152418
84.3594,3.225373
84.3604,3.271211
84.3614,3.26766
84.3624,3.220531
84.3634,3.150481
84.3644,3.071071
84.3654,2.986172
84.3664,2.906762
84.3674,2.831225
84.3684,2.769568
84.3694,2.731477
84.3704,2.728572
84.3714,2.771505
84.3724,2.838326
84.3734,2.910635
84.3744,2.994565
84.3754,3.080109
84.3764,3.15952
84.3774,3.222145
84.3784,3.260559
84.3794,3.273471
84.3804,3.259267
84.3814,3.211169
84.3824,3.134664
84.3834,3.045569
84.3844,2.95486
84.3854,2.864474
84.3864,2.78926
84.3874,2.753751
84.3884,2.761821
84.3894,2.797976
84.3904,2.862214
84.3914,2.94227
84.3924,3.029751
84.3934,3.119169
84.3944,3.195029
84.3954,3.250229
84.3964,3.273148
84.3974,3.262173
84.3984,3.223113
84.3994,3.167913
84.4004,3.097218
84.4014,3.021358
84.4024,2.948727
84.4034,2.888684
84.4044,2.860277
84.4054,2.875127
84.4064,2.929035
84.4074,2.999407
84.4084,3.086565
84.4094,3.17566
84.4104,3.223113
84.4114,3.217302
84.4124,3.165653
84.4134,3.080755
84.4144,2.974228
84.4154,2.866411
84.4164,2.765049
84.4174,2.677568
84.4184,2.602031
84.4194,2.553287
84.4204,2.551673
84.4214,2.596544
84.4224,2.673372
84.4234,2.76634
84.4244,2.864474
84.4254,2.955183
84.4264,3.035562
84.4274,3.103997
84.4284,3.154032
84.4294,3.182116
84.4304,3.191155
84.4314,3.18825
84.4324,3.170173
84.4334,3.130467
84.4344,3.069134
84.4354,2.998439
84.4364,2.928713
84.4374,2.871253
84.4384,2.838972
84.4394,2.827997
84.4404,2.824769
84.4414,2.827351
84.4424,2.832516
84.4434,2.842846
84.4444,2.850916
84.4454,2.855758
84.4464,2.864797
84.4474,2.877386
84.4484,2.899014
84.4494,2.941948
84.4504,3.011351
84.4514,3.103674
84.4524,3.198257
84.4534,3.271211
84.4544,3.322538
84.4554,3.354496
84.4564,3.358692
84.4574,3.346103
84.4584,3.322538
84.4594,3.286706
84.4604,3.229569
84.4614,3.153387
84.4624,3.055576
84.4634,2.930972
84.4644,2.790228
84.4654,2.664333
84.4664,2.569105
84.4674,2.503252
84.4684,2.461933
84.4694,2.457414
84.4704,2.501961
84.4714,2.584277
84.4724,2.692417
84.4734,2.821218
84.4744,2.96293
84.4754,3.108194
84.4764,3.236671
84.4774,3.341906
84.4784,3.42164
84.4794,3.47458
84.4804,3.492012
84.4814,3.476194
84.4824,3.438103
84.4834,3.372573
84.4844,3.272825
84.4854,3.140797
84.4864,2.995857
84.4874,2.857372
84.4884,2.749232
84.4894,2.677246
84.4904,2.645933
84.4914,2.662396
84.4924,2.721793
84.4934,2.809274
84.4944,2.910635
84.4954,3.011028
84.4964,3.113358
84.4974,3.207941
84.4984,3.272825
84.4994,3.293162
84.5004,3.276699
84.5014,3.239899
84.5024,3.180502
84.5034,3.09399
84.5044,3.013288
84.5054,2.940011
84.5064,2.868025
84.5074,2.810888
84.5084,2.775702
84.5094,2.765049
84.5104,2.776347
84.5114,2.795716
84.5124,2.808951
84.5134,2.819604
84.5144,2.834453
84.5154,2.846719
84.5164,2.859309
84.5174,2.869316
84.5184,2.868993
84.5194,2.864151
84.5204,2.866734
84.5214,2.890298
84.5224,2.940979
84.5234,2.996825
84.5244,3.024264
84.5254,3.010383
84.5264,2.962285
84.5274,2.902565
84.5284,2.8422
84.5294,2.771828
84.5304,2.692417
84.5314,2.628179
84.5324,2.589119
84.5334,2.580726
84.5344,2.600417
84.5354,2.646256
84.5364,2.7134
84.5374,2.81347
84.5384,2.942593
84.5394,3.073653
84.5404,3.184376
84.5414,3.275085
84.5424,3.334804
84.5434,3.34804
84.5444,3.319632
84.5454,3.256685
84.5464,3.155001
84.5474,3.017485
84.5484,2.859955
84.5494,2.700165
84.5504,2.563294
84.5514,2.466129
84.5524,2.405442
84.5534,2.374452
84.5544,2.381231
84.5554,2.447729
84.5564,2.58234
84.5574,2.775056
84.5584,3.02039
84.5594,3.270889
84.5604,3.473289
84.5614,3.618875
84.5624,3.706033
84.5634,3.723788
84.5644,3.670201
84.5654,3.56077
84.5664,3.396783
84.5674,3.193738
84.5684,2.978748
84.5694,2.787
84.5704,2.623014
84.5714,2.459673
84.5724,2.31441
84.5734,2.202396
84.5744,2.134283
84.5754,2.114269
84.5764,2.141062
84.5774,2.197231
84.5784,2.286648
84.5794,2.426424
84.5804,2.613652
84.5814,2.823477
84.5824,3.030397
84.5834,3.221176
84.5844,3.378706
84.5854,3.484264
84.5864,3.531394
84.5874,3.518482
84.5884,3.45844
84.5894,3.368699
84.5904,3.25959
84.5914,3.134341
84.5924,3.00199
84.5934,2.874804
84.5944,2.749554
84.5954,2.638831
84.5964,2.551351
84.5974,2.487435
84.5984,2.443533
84.5994,2.408024
84.6004,2.383813
84.6014,2.380908
84.6024,2.40641
84.6034,2.457414
84.6044,2.531014
84.6054,2.6214
84.6064,2.71921
84.6074,2.817021
84.6084,2.914186
84.6094,2.998439
84.6104,3.059772
84.6114,3.099155
84.6124,3.12498
84.6134,3.133695
84.6144,3.121751
84.6154,3.10432
84.6164,3.086888
84.6174,3.061709
84.6184,3.012965
84.6194,2.922256
84.6204,2.807014
84.6214,2.690481
84.6224,2.579758
84.6234,2.490986
84.6244,2.430298
84.6254,2.400922
84.6264,2.408347
84.6274,2.456768
84.6284,2.54328
84.6294,2.654972
84.6304,2.784095
84.6314,2.916769
84.6324,3.035885
84.6334,3.115295
84.6344,3.143702
84.6354,3.134987
84.6364,3.101737
84.6374,3.051379
84.6384,3.000376
84.6394,2.952278
84.6404,2.901597
84.6414,2.856404
84.6424,2.812825
84.6434,2.769891
84.6444,2.732446
84.6454,2.703393
84.6464,2.673049
84.6474,2.632052
84.6484,2.583309
84.6494,2.538115
84.6504,2.503575
84.6514,2.482593
84.6524,2.4742
84.6534,2.481301
84.6544,2.500024
84.6554,2.526172
84.6564,2.560389
84.6574,2.604291
84.6584,2.651098
84.6594,2.698551
84.6604,2.743744
84.6614,2.777639
84.6624,2.805723
84.6634,2.843814
84.6644,2.88126
84.6654,2.896432
84.6664,2.884165
84.6674,2.849948
84.6684,2.800881
84.6694,2.737611
84.6704,2.674663
84.6714,2.618172
84.6724,2.571687
84.6734,2.54328
84.6744,2.528431
84.6754,2.523912
84.6764,2.532305
84.6774,2.549091
84.6784,2.572979
84.6794,2.610747
84.6804,2.668207
84.6814,2.743421
84.6824,2.835421
84.6834,2.937428
84.6844,3.029106
84.6854,3.083015
84.6864,3.093022
84.6874,3.078172
84.6884,3.053316
84.6894,3.022004
84.6904,2.986818
84.6914,2.943885
84.6924,2.887393
84.6934,2.820249
84.6944,2.722761
84.6954,2.592347
84.6964,2.438045
84.6974,2.278578
84.6984,2.137834
84.6994,2.034536
84.7004,1.979013
84.7014,1.979981
84.7024,2.03389
84.7034,2.126536
84.7044,2.252108
84.7054,2.400277
84.7064,2.565231
84.7074,2.738256
84.7084,2.890944
84.7094,3.016193
84.7104,3.110453
84.7114,3.168236
84.7124,3.189864
84.7134,3.169527
84.7144,3.109485
84.7154,3.020713
84.7164,2.910313
84.7174,2.777316
84.7184,2.630116
84.7194,2.48227
84.7204,2.357343
84.7214,2.27535
84.7224,2.244361
84.7234,2.262438
84.7244,2.329582
84.7254,2.439336
84.7264,2.56394
84.7274,2.682088
84.7284,2.786354
84.7294,2.878032
84.7304,2.969386
84.7314,3.037822
84.7324,3.06526
84.7334,3.066551
84.7344,3.047506
84.7354,2.994243
84.7364,2.900628
84.7374,2.782481
84.7384,2.669498
84.7394,2.567168
84.7404,2.470649
84.7414,2.390915
84.7424,2.343463
84.7434,2.324417
84.7444,2.323126
84.7454,2.327968
84.7464,2.326354
84.7474,2.334101
84.7484,2.364768
84.7494,2.419322
84.7504,2.493568
84.7514,2.581694
84.7524,2.674017
84.7534,2.759561
84.7544,2.828965
84.7554,2.893204
84.7564,2.961316
84.7574,3.022004
84.7584,3.057513
84.7594,3.062032
84.7604,3.04686
84.7614,2.98585
84.7624,2.874481
84.7634,2.729863
84.7644,2.561035
84.7654,2.379294
84.7664,2.197231
84.7674,2.02808
84.7684,1.888304
84.7694,1.785974
84.7704,1.73497
84.7714,1.737553
84.7724,1.786297
84.7734,1.87636
84.7744,1.995799
84.7754,2.145259
84.7764,2.325385
84.7774,2.523912
84.7784,2.71921
84.7794,2.895463
84.7804,3.039113
84.7814,3.153064
84.7824,3.229892
84.7834,3.258622
84.7844,3.232474
84.7854,3.153064
84.7864,3.034271
84.7874,2.890621
84.7884,2.736319
84.7894,2.58234
84.7904,2.449021
84.7914,2.341203
84.7924,2.270508
84.7934,2.253722
84.7944,2.288908
84.7954,2.363154
84.7964,2.471617
84.7974,2.579112
84.7984,2.670789
84.7994,2.747295
84.8004,2.798621
84.8014,2.813793
84.8024,2.799912
84.8034,2.768277
84.8044,2.725344
84.8054,2.671435
84.8064,2.613652
84.8074,2.568137
84.8084,2.545863
84.8094,2.556838
84.8104,2.598158
84.8114,2.669175
84.8124,2.759884
84.8134,2.839941
84.8144,2.898046
84.8154,2.937106
84.8164,2.960348
84.8174,2.959379
84.8184,2.925484
84.8194,2.843169
84.8204,2.741161
84.8214,2.635926
84.8224,2.526172
84.8234,2.433526
84.8244,2.378971
84.8254,2.368319
84.8264,2.399308
84.8274,2.455477
84.8284,2.520038
84.8294,2.581694
84.8304,2.628179
84.8314,2.658845
84.8324,2.663042
84.8334,2.650775
84.8344,2.633021
84.8354,2.60881
84.8364,2.586859
84.8374,2.563617
84.8384,2.526494
84.8394,2.482915
84.8404,2.44321
84.8414,2.411575
84.8424,2.388656
84.8434,2.378971
84.8444,2.384782
84.8454,2.415771
84.8464,2.480656
84.8474,2.568782
84.8484,2.654003
84.8494,2.735028
84.8504,2.811211
84.8514,2.873512
84.8524,2.92387
84.8534,2.957765
84.8544,2.971646
84.8554,2.966481
84.8564,2.941302
84.8574,2.879323
84.8584,2.779575
84.8594,2.656586
84.8604,2.528108
84.8614,2.415126
84.8624,2.325063
84.8634,2.263729
84.8644,2.217568
84.8654,2.18335
84.8664,2.18109
84.8674,2.213371
84.8684,2.264698
84.8694,2.32474
84.8704,2.379617
84.8714,2.431266
84.8724,2.476782
84.8734,2.521329
84.8744,2.559421
84.8754,2.588151
84.8764,2.612038
84.8774,2.631084
84.8784,2.642059
84.8794,2.646579
84.8804,2.644642
84.8814,2.633989
84.8824,2.617849
84.8834,2.601386
84.8844,2.588796
84.8854,2.579112
84.8864,2.574593
84.8874,2.594284
84.8884,2.640445
